#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CREB1	AKT1	9606.ENSP00000387699	9606.ENSP00000451828	0	0	0	0	0	0.292	0.750	0	0.815
CRH	CRHR1	9606.ENSP00000276571	9606.ENSP00000381333	0	0	0	0	0	0.874	0.900	0	0.986
CRHR1	CRH	9606.ENSP00000381333	9606.ENSP00000276571	0	0	0	0	0	0.874	0.900	0	0.986
CSAD	CDO1	9606.ENSP00000267085	9606.ENSP00000250535	0	0	0	0	0	0	0.913	0	0.913
CTNNB1	NFKB1	9606.ENSP00000495360	9606.ENSP00000226574	0	0	0	0	0	0.777	0	0	0.777
CTNNB1	LRP6	9606.ENSP00000495360	9606.ENSP00000261349	0	0	0	0	0	0.532	0.720	0	0.863
CTNNB1	CDH11	9606.ENSP00000495360	9606.ENSP00000268603	0	0	0	0	0	0.770	0.540	0	0.890
CTNNB1	ERBB2	9606.ENSP00000495360	9606.ENSP00000269571	0	0	0	0	0	0.662	0.900	0	0.964
CTNNB1	EGFR	9606.ENSP00000495360	9606.ENSP00000275493	0	0	0	0	0	0.718	0.900	0	0.970
CTNNB1	PPARG	9606.ENSP00000495360	9606.ENSP00000287820	0	0	0	0	0	0.735	0	0	0.735
CTNNB1	LRRK2	9606.ENSP00000495360	9606.ENSP00000298910	0	0	0	0	0	0.334	0.720	0	0.805
CTNNB1	AXIN2	9606.ENSP00000495360	9606.ENSP00000302625	0	0	0	0	0	0.869	0.900	0	0.986
CTNNB1	GSK3B	9606.ENSP00000495360	9606.ENSP00000324806	0	0	0	0	0	0.991	0.900	0	0.999
CTNNB1	PSEN1	9606.ENSP00000495360	9606.ENSP00000326366	0	0	0	0	0	0.830	0.900	0	0.982
CTNNB1	SMAD3	9606.ENSP00000495360	9606.ENSP00000332973	0	0	0	0	0	0.768	0.800	0	0.951
CTNNB1	PTPRF	9606.ENSP00000495360	9606.ENSP00000353030	0	0	0	0	0	0.535	0.900	0	0.951
CTNNB1	PRKACB	9606.ENSP00000495360	9606.ENSP00000359719	0	0	0	0	0	0	0.900	0	0.900
CTNNB1	PTPN1	9606.ENSP00000495360	9606.ENSP00000360683	0	0	0	0	0	0.297	0.900	0	0.926
CTNNB1	HIF1A	9606.ENSP00000495360	9606.ENSP00000437955	0	0	0	0	0	0.785	0	0	0.785
CTNNB1	AKT1	9606.ENSP00000495360	9606.ENSP00000451828	0	0	0	0	0	0.539	0.400	0	0.711
CTNNB1	MYC	9606.ENSP00000495360	9606.ENSP00000478887	0	0	0	0	0	0.567	0.500	0	0.774
CTNNB1	YAP1	9606.ENSP00000495360	9606.ENSP00000478927	0	0	0	0	0	0.835	0	0	0.835
CTNNB1	IGF1R	9606.ENSP00000495360	9606.ENSP00000497069	0	0	0	0	0	0.397	0.900	0	0.937
CTSK	BCL2	9606.ENSP00000271651	9606.ENSP00000381185	0	0	0	0	0	0	0.900	0	0.900
CXCL8	NFKB1	9606.ENSP00000306512	9606.ENSP00000226574	0	0	0	0	0	0	0.900	0	0.900
CYBA	MAPK1	9606.ENSP00000261623	9606.ENSP00000215832	0	0	0	0	0	0	0.900	0	0.900
CYBA	MMP2	9606.ENSP00000261623	9606.ENSP00000219070	0	0	0	0	0	0	0.900	0	0.900
CYBA	MAPK3	9606.ENSP00000261623	9606.ENSP00000263025	0	0	0	0	0	0	0.900	0	0.900
CYBA	MMP9	9606.ENSP00000261623	9606.ENSP00000361405	0	0	0	0	0	0	0.900	0	0.900
CYP1A2	CYP2B6	9606.ENSP00000342007	9606.ENSP00000324648	0	0	0	0.759	0	0	0.911	0	0.911
CYP1A2	AOX1	9606.ENSP00000342007	9606.ENSP00000363832	0	0	0	0	0	0	0.913	0	0.913
CYP1A2	XDH	9606.ENSP00000342007	9606.ENSP00000368727	0	0	0	0	0	0	0.910	0	0.910
CYP1A2	CYP2C19	9606.ENSP00000342007	9606.ENSP00000360372	0	0	0	0.743	0	0	0.908	0	0.908
CYP1A2	CYP3A4	9606.ENSP00000342007	9606.ENSP00000498939	0	0	0	0.604	0	0.076	0.909	0	0.912
CYP1A2	CYP2E1	9606.ENSP00000342007	9606.ENSP00000440689	0	0	0	0.762	0	0	0.913	0	0.913
CYP2B6	CYP4F3	9606.ENSP00000324648	9606.ENSP00000221307	0	0	0	0.585	0	0.071	0.905	0	0.908
CYP2B6	PTGS2	9606.ENSP00000324648	9606.ENSP00000356438	0	0	0	0	0	0	0.900	0	0.900
CYP2B6	CYP2C19	9606.ENSP00000324648	9606.ENSP00000360372	0	0	0	0.942	0	0	0.907	0	0.907
CYP2B6	CYP2E1	9606.ENSP00000324648	9606.ENSP00000440689	0	0	0	0.934	0	0	0.911	0	0.911
CYP2B6	CYP3A4	9606.ENSP00000324648	9606.ENSP00000498939	0	0	0	0.634	0	0.076	0.908	0	0.911
CYP2B6	CYP1A2	9606.ENSP00000324648	9606.ENSP00000342007	0	0	0	0.759	0	0	0.911	0	0.911
CYP2B6	AOX1	9606.ENSP00000324648	9606.ENSP00000363832	0	0	0	0	0	0	0.911	0	0.911
CYP2C19	CYP4F3	9606.ENSP00000360372	9606.ENSP00000221307	0	0	0	0.585	0	0.086	0.905	0	0.910
CYP2C19	CYP2B6	9606.ENSP00000360372	9606.ENSP00000324648	0	0	0	0.942	0	0	0.907	0	0.907
CYP2C19	MAOA	9606.ENSP00000360372	9606.ENSP00000340684	0	0	0	0	0	0	0.900	0	0.900
CYP2C19	CYP1A2	9606.ENSP00000360372	9606.ENSP00000342007	0	0	0	0.743	0	0	0.908	0	0.908
CYP2C19	PTGS2	9606.ENSP00000360372	9606.ENSP00000356438	0	0	0	0	0	0	0.900	0	0.900
CYP2C19	CYP2E1	9606.ENSP00000360372	9606.ENSP00000440689	0	0	0	0.962	0	0	0.908	0	0.908
CYP2C19	CYP3A4	9606.ENSP00000360372	9606.ENSP00000498939	0	0	0	0.634	0	0.076	0.906	0	0.909
CYP2E1	CYP4F3	9606.ENSP00000440689	9606.ENSP00000221307	0	0	0	0.577	0	0.071	0.905	0	0.908
CYP2E1	CYP2B6	9606.ENSP00000440689	9606.ENSP00000324648	0	0	0	0.934	0	0	0.911	0	0.911
CYP2E1	CYP1A2	9606.ENSP00000440689	9606.ENSP00000342007	0	0	0	0.762	0	0	0.913	0	0.913
CYP2E1	PTGS2	9606.ENSP00000440689	9606.ENSP00000356438	0	0	0	0	0	0	0.900	0	0.900
CYP2E1	CYP2C19	9606.ENSP00000440689	9606.ENSP00000360372	0	0	0	0.962	0	0	0.908	0	0.908
CYP2E1	CYP3A4	9606.ENSP00000440689	9606.ENSP00000498939	0	0	0	0.616	0	0.076	0.909	0	0.912
CYP3A4	CYP2B6	9606.ENSP00000498939	9606.ENSP00000324648	0	0	0	0.634	0	0.076	0.908	0	0.911
CYP3A4	MAOA	9606.ENSP00000498939	9606.ENSP00000340684	0	0	0	0	0	0	0.900	0	0.900
CYP3A4	CYP1A2	9606.ENSP00000498939	9606.ENSP00000342007	0	0	0	0.604	0	0.076	0.909	0	0.912
CYP3A4	CYP2C19	9606.ENSP00000498939	9606.ENSP00000360372	0	0	0	0.634	0	0.076	0.906	0	0.909
CYP3A4	AOX1	9606.ENSP00000498939	9606.ENSP00000363832	0	0	0	0	0	0	0.909	0	0.909
CYP3A4	CYP2E1	9606.ENSP00000498939	9606.ENSP00000440689	0	0	0	0.616	0	0.076	0.909	0	0.912
CYP4F3	CYP2B6	9606.ENSP00000221307	9606.ENSP00000324648	0	0	0	0.585	0	0.071	0.905	0	0.908
CYP4F3	PTGS2	9606.ENSP00000221307	9606.ENSP00000356438	0	0	0	0	0	0	0.900	0	0.900
CYP4F3	CYP2E1	9606.ENSP00000221307	9606.ENSP00000440689	0	0	0	0.577	0	0.071	0.905	0	0.908
CYP4F3	CYP2C19	9606.ENSP00000221307	9606.ENSP00000360372	0	0	0	0.585	0	0.086	0.905	0	0.910
DHFR	ATIC	9606.ENSP00000396308	9606.ENSP00000236959	0	0	0	0	0	0	0.900	0	0.900
DHFR	GGH	9606.ENSP00000396308	9606.ENSP00000260118	0	0	0	0	0	0.077	0.900	0	0.903
DHFR	TH	9606.ENSP00000396308	9606.ENSP00000370571	0	0	0	0	0	0	0.900	0	0.900
DHFR	PAH	9606.ENSP00000396308	9606.ENSP00000448059	0	0	0	0	0	0	0.900	0	0.900
DKK1	LRP6	9606.ENSP00000363081	9606.ENSP00000261349	0	0	0	0	0	0.987	0.900	0	0.998
DPP4	ACE2	9606.ENSP00000353731	9606.ENSP00000389326	0	0	0	0	0	0	0.900	0	0.900
DPP4	ADA	9606.ENSP00000353731	9606.ENSP00000361965	0	0	0	0	0	0.972	0	0	0.972
DPYSL2	GSK3B	9606.ENSP00000427985	9606.ENSP00000324806	0	0	0	0	0	0.311	0.900	0	0.928
DTL	PCNA	9606.ENSP00000355958	9606.ENSP00000368458	0	0	0	0	0	0.983	0.500	0	0.991
EGFR	STUB1	9606.ENSP00000275493	9606.ENSP00000219548	0	0	0	0	0	0.823	0	0	0.823
EGFR	KRAS	9606.ENSP00000275493	9606.ENSP00000256078	0	0	0	0	0	0.662	0.900	0	0.964
EGFR	PDGFRA	9606.ENSP00000275493	9606.ENSP00000257290	0	0	0	0.566	0	0.663	0.900	0	0.964
EGFR	STAT3	9606.ENSP00000275493	9606.ENSP00000264657	0	0	0	0	0	0.925	0	0	0.925
EGFR	ERBB2	9606.ENSP00000275493	9606.ENSP00000269571	0	0	0	0.939	0	0.998	0.900	0	0.999
EGFR	SFN	9606.ENSP00000275493	9606.ENSP00000340989	0	0	0	0	0	0.826	0	0	0.826
EGFR	INS	9606.ENSP00000275493	9606.ENSP00000380432	0	0	0	0	0	0	0.900	0	0.900
EGFR	CBLB	9606.ENSP00000275493	9606.ENSP00000499037	0	0	0	0	0	0.942	0.900	0	0.993
EGFR	PTPN1	9606.ENSP00000275493	9606.ENSP00000360683	0	0	0	0	0	0.869	0	0	0.869
EGFR	PIK3R1	9606.ENSP00000275493	9606.ENSP00000428056	0	0	0	0	0	0.900	0.900	0	0.989
EGFR	CTNNB1	9606.ENSP00000275493	9606.ENSP00000495360	0	0	0	0	0	0.718	0.900	0	0.970
EGFR	HSP90AA1	9606.ENSP00000275493	9606.ENSP00000335153	0	0	0	0	0	0.854	0.500	0	0.924
EGFR	PTK2	9606.ENSP00000275493	9606.ENSP00000341189	0	0	0	0.597	0	0.994	0.900	0	0.999
ENO1	TPI1	9606.ENSP00000495530	9606.ENSP00000229270	0	0	0	0	0	0.767	0.289	0	0.827
ENTPD1	UMPS	9606.ENSP00000360250	9606.ENSP00000232607	0	0	0	0	0	0	0.900	0	0.900
ENTPD1	ATIC	9606.ENSP00000360250	9606.ENSP00000236959	0	0	0	0	0	0	0.900	0	0.900
ENTPD1	HPRT1	9606.ENSP00000360250	9606.ENSP00000298556	0	0	0	0	0	0	0.900	0	0.900
ENTPD1	GCH1	9606.ENSP00000360250	9606.ENSP00000477796	0	0	0	0	0	0	0.800	0	0.800
EPO	LEP	9606.ENSP00000252723	9606.ENSP00000312652	0	0	0	0	0	0	0.900	0	0.900
EPO	HIF1A	9606.ENSP00000252723	9606.ENSP00000437955	0	0	0	0	0	0.510	0.500	0	0.744
ERBB2	STUB1	9606.ENSP00000269571	9606.ENSP00000219548	0	0	0	0	0	0.820	0.400	0	0.887
ERBB2	STAT3	9606.ENSP00000269571	9606.ENSP00000264657	0	0	0	0	0	0.717	0	0	0.717
ERBB2	INS	9606.ENSP00000269571	9606.ENSP00000380432	0	0	0	0	0	0	0.900	0	0.900
ERBB2	PTK2	9606.ENSP00000269571	9606.ENSP00000341189	0	0	0	0.598	0	0.786	0.900	0	0.977
ERBB2	PIK3R1	9606.ENSP00000269571	9606.ENSP00000428056	0	0	0	0	0	0.840	0.900	0	0.983
ERBB2	CTNNB1	9606.ENSP00000269571	9606.ENSP00000495360	0	0	0	0	0	0.662	0.900	0	0.964
ERBB2	EGFR	9606.ENSP00000269571	9606.ENSP00000275493	0	0	0	0.939	0	0.998	0.900	0	0.999
ERBB2	HSP90AA1	9606.ENSP00000269571	9606.ENSP00000335153	0	0	0	0	0	0.898	0.500	0	0.946
FAH	GSTZ1	9606.ENSP00000385080	9606.ENSP00000451976	0	0	0	0	0	0	0.977	0	0.977
FPR2	APP	9606.ENSP00000468897	9606.ENSP00000284981	0	0	0	0	0	0.903	0.500	0	0.949
FXN	HMOX1	9606.ENSP00000419243	9606.ENSP00000216117	0	0	0	0	0	0	0.900	0	0.900
FXN	MOCOS	9606.ENSP00000419243	9606.ENSP00000261326	0	0	0	0	0	0	0.809	0	0.809
GAA	SI	9606.ENSP00000305692	9606.ENSP00000264382	0	0	0	0.902	0	0	0.900	0	0.900
GCDH	ACADS	9606.ENSP00000466845	9606.ENSP00000242592	0	0	0	0.756	0	0	0.900	0	0.900
GCH1	ENTPD1	9606.ENSP00000477796	9606.ENSP00000360250	0	0	0	0	0	0	0.800	0	0.800
GCH1	ALPP	9606.ENSP00000477796	9606.ENSP00000375881	0	0	0	0	0	0	0.900	0	0.900
GCH1	ADCY3	9606.ENSP00000477796	9606.ENSP00000384484	0	0	0	0	0	0	0.800	0	0.800
GGH	DHFR	9606.ENSP00000260118	9606.ENSP00000396308	0	0	0	0	0	0.077	0.900	0	0.903
GLI1	PRKACB	9606.ENSP00000228682	9606.ENSP00000359719	0	0	0	0	0	0.096	0.900	0	0.905
GRK2	SMO	9606.ENSP00000312262	9606.ENSP00000249373	0	0	0	0	0	0.444	0.900	0	0.942
GSK3B	LRP6	9606.ENSP00000324806	9606.ENSP00000261349	0	0	0	0	0	0.626	0.720	0	0.890
GSK3B	LRRK2	9606.ENSP00000324806	9606.ENSP00000298910	0	0	0	0.567	0	0.510	0.720	0	0.856
GSK3B	MAP2K1	9606.ENSP00000324806	9606.ENSP00000302486	0	0	0	0.600	0	0.161	0.900	0	0.912
GSK3B	AXIN2	9606.ENSP00000324806	9606.ENSP00000302625	0	0	0	0	0	0.921	0.900	0	0.991
GSK3B	MAP2K7	9606.ENSP00000324806	9606.ENSP00000381070	0	0	0	0.578	0	0.747	0	0	0.747
GSK3B	BRAF	9606.ENSP00000324806	9606.ENSP00000419060	0	0	0	0.577	0	0	0.900	0	0.900
GSK3B	NFE2L2	9606.ENSP00000324806	9606.ENSP00000380252	0	0	0	0	0	0.547	0.750	0	0.881
GSK3B	NFATC1	9606.ENSP00000324806	9606.ENSP00000389377	0	0	0	0	0	0.166	0.900	0	0.913
GSK3B	PRKACB	9606.ENSP00000324806	9606.ENSP00000359719	0	0	0	0.606	0	0.209	0.900	0	0.917
GSK3B	CREB1	9606.ENSP00000324806	9606.ENSP00000387699	0	0	0	0	0	0.292	0.900	0	0.926
GSK3B	DPYSL2	9606.ENSP00000324806	9606.ENSP00000427985	0	0	0	0	0	0.311	0.900	0	0.928
GSK3B	PSEN1	9606.ENSP00000324806	9606.ENSP00000326366	0	0	0	0	0	0.748	0.900	0	0.973
GSK3B	MYC	9606.ENSP00000324806	9606.ENSP00000478887	0	0	0	0	0	0.822	0.900	0	0.981
GSK3B	AKT1	9606.ENSP00000324806	9606.ENSP00000451828	0	0	0	0.579	0	0.929	0.900	0	0.992
GSK3B	MAPT	9606.ENSP00000324806	9606.ENSP00000340820	0	0	0	0	0	0.942	0.900	0	0.993
GSK3B	CTNNB1	9606.ENSP00000324806	9606.ENSP00000495360	0	0	0	0	0	0.991	0.900	0	0.999
GSR	NFE2L2	9606.ENSP00000221130	9606.ENSP00000380252	0	0	0	0	0	0	0.750	0	0.750
GSTZ1	HGD	9606.ENSP00000451976	9606.ENSP00000283871	0	0	0	0	0	0	0.979	0	0.979
GSTZ1	FAH	9606.ENSP00000451976	9606.ENSP00000385080	0	0	0	0	0	0	0.977	0	0.977
HAL	HDC	9606.ENSP00000261208	9606.ENSP00000267845	0	0	0	0	0	0	0.900	0	0.900
HDC	HAL	9606.ENSP00000267845	9606.ENSP00000261208	0	0	0	0	0	0	0.900	0	0.900
HGD	GSTZ1	9606.ENSP00000283871	9606.ENSP00000451976	0	0	0	0	0	0	0.979	0	0.979
HGD	HPD	9606.ENSP00000283871	9606.ENSP00000289004	0	0	0	0	0	0.091	0.978	0	0.979
HIF1A	MAPK1	9606.ENSP00000437955	9606.ENSP00000215832	0	0	0	0	0	0.626	0.900	0	0.961
HIF1A	EPO	9606.ENSP00000437955	9606.ENSP00000252723	0	0	0	0	0	0.510	0.500	0	0.744
